标题,发布日期,作者,是否原创,所属合集,摘要,原文链接
女性与艾滋病｜女性更易感染HIV，但却得到更少的关注,2021-10-06 21:39,青艾,,,青艾诊所，快乐诊疗。QA Healthcare Clinic，Happy&amp;nbsp;Treatment.,https://mp.weixin.qq.com/s/ha5vgctftL8DwvUWPyPcMA
招募｜泛心理课程运营实习生,2021-10-01 21:10,--,,,期待你的加入！,https://mp.weixin.qq.com/s/dFxaY9fBQXWfCB_8S67qbQ
身为心理咨询师，如何面对性多元来访者？｜北同X小悟生,2021-09-30 18:00,--,,,从这里开始看到改变,https://mp.weixin.qq.com/s/bTakYQr8EAGBPDN5q6e2hw
推广｜为什么我总是在爱情中碰壁？,2021-09-29 19:30,--,,,多元群体真的很难谈恋爱吗？,https://mp.weixin.qq.com/s/LgjFpnGXbR24iZNK9Di7BQ
8月 Newsletter | 北同8月都做了什么,2021-09-27 20:36,尊重多元合作,,,快来看看北同8月都做了什么吧！,https://mp.weixin.qq.com/s/yBNpXdoSn9RDLMO1EvI0UA
拉拉亲密关系与伴侣权益法律沙龙 | 多元家北京线下活动,2021-09-22 22:23,DF编辑团队,,,各位好，你现在看到的是多元家庭网络的线下活动预告。9月25日，多元家将来到北京，联合「北京女同志中心」和「同,https://mp.weixin.qq.com/s/xNXA--EUIF6zgIyI-fghiw
实习招募｜对新媒体或派对/活动策划感兴趣的你，快来看看！,2021-09-22 22:23,尊重多元合作,原创,,快来加入我们！,https://mp.weixin.qq.com/s/b6PFvLxm6CIx59sJRwPU0Q
发现疗愈的千万种可能｜关于小悟生,2021-09-22 22:23,--,,,在这里，发现疗愈的千万种可能,https://mp.weixin.qq.com/s/BP9tDjoH7oXOwJejPY3-HQ
UCCA × DGXG丨“安迪的一刻”系列：坎普乐园,2021-09-18 20:33,UCCA,,,在即将到来的表演艺术交流活动中，UCCA试图重现“银色工厂”中一道别样的风景及艺术家对“坎普”这一另类美学的,https://mp.weixin.qq.com/s/LsX-4v6L8yyGVjAm8dEMVw
UCCA × DGXG丨“安迪的一刻”系列：再谈坎普,2021-09-17 20:30,UCCA,,,,https://mp.weixin.qq.com/s/bz4e6gpL4NKshve6JtFUSQ
社区运营部门调整通知,2021-09-17 20:30,--,,,,https://mp.weixin.qq.com/s/LwIcTY7pCu41RX_17p_7jA
转发｜汉堡节重磅回归！早鸟票开售！,2021-09-15 20:30,--,,,新日期新地点！中秋节来汉堡节看大月亮！,https://mp.weixin.qq.com/s/mbRnsCY8NUo3rwKR8LttaA
实习招募｜对新媒体或派对/活动策划感兴趣的你，快来看看！,2021-09-15 20:30,尊重多元合作,原创,,快来加入我们！,https://mp.weixin.qq.com/s/TzN9WrSvX00I_eWQYZ7XNA
秋景引闲步，山游不知疲 | 跨儿空间中秋解压特辑,2021-09-13 20:35,尊重多元合作,原创,,九月，开学带来的各方面压力让人喘不过气，不如我们暂且放下重担，尽情去感受秋与中秋的双重魅力吧！,https://mp.weixin.qq.com/s/UNDVR48A0Amyk3it_Je_hw
勇敢的心-扭转治疗幸存者心理互助团体招募,2021-09-10 20:30,--,,,勇敢的心-扭转治疗幸存者心理互助团体招募,https://mp.weixin.qq.com/s/cfBXJw4Vc50SpaPNlEjkLQ
反性骚扰工作组招募志愿者：共学前沿研究、共建友善职场,2021-09-10 20:30,复恩法律,,,NO.1项目背景从1995年的“性骚扰”第一次学术研究报告，到1998年人大代表首次提出立法建议，再至201,https://mp.weixin.qq.com/s/Bly81k9_5p7HsgLKIZkIag
世界预防自杀日 | 今天我们开放地聊一聊青少年自杀,2021-09-10 20:30,精中小哥哥,,,世界卫生组织的统计数字显示，每年有近80万人自杀，相当于每40秒就有一人以这种形式结束自己的生命。而且，自杀,https://mp.weixin.qq.com/s/muF8039B9NbjyaK25dJk1w
2021年心理部门实习生招募,2021-09-08 20:29,尊重多元合作,原创,,为中国性少数群体及其亲友的心理健康成为创变者，你可以吗？,https://mp.weixin.qq.com/s/Ql9QKwPCjeOq8rN0D7KeFw
转发｜99公益日懒人包：你的支持与帮助格外重要,2021-09-08 20:29,同小语,,,又是一年“99公益日“，各大机构筹款项目种类繁多，如果你不知道应该选择哪家机构捐款，可以查看本篇推送中的友情,https://mp.weixin.qq.com/s/9Y0VsrlCEHKOnWOq0sblbQ
重磅｜LGBTQ+遇到法律难题怎么办？我们免费为您解答！,2021-09-06 20:31,同志平等权益促进会,,,—      同 促 在 线      —Queer Advocacy Online编辑｜FanFan身为多,https://mp.weixin.qq.com/s/y190AiUEgTThdDxsyNprjg
时尚与性别：“人人生来赤裸，其余皆为变装”,2021-09-06 20:31,尊重多元合作,原创,,服装只是我们个人的选择和快乐地表达自我的渠道，不是社会套给我们的性别枷锁。,https://mp.weixin.qq.com/s/dyaQ0VHFvm6t2sgNxS2qMQ
“浪女们”的爱情笔记——爱与欲的新型打开方式,2021-09-04 20:28,尊重多元合作,原创,,梦幻联动婊酱FM，跟浪女们一起聊聊，从行动研究探索关系中的新可能。,https://mp.weixin.qq.com/s/UThkEU_0Gk6kioWGGvb6zg
2021年去病理化项目经理招募,2021-09-04 20:28,尊重多元合作,原创,,快来加入我们！,https://mp.weixin.qq.com/s/dH5VO_1kmEAsmM9ViiyvmA
最后一天！2021年跨性别部门秋季实习生招募,2021-09-03 20:45,尊重多元合作,,,快来加入我们！,https://mp.weixin.qq.com/s/BdAzERtwXGTmgZp8B6YANA
“浪女们”的爱情笔记——爱与欲的新型打开方式,2021-09-03 20:45,尊重多元合作,原创,,梦幻联动婊酱FM，跟浪女们一起聊聊，从行动研究探索关系中的新可能。,https://mp.weixin.qq.com/s/o5cCgT4_sWSOxEIxf2LQeg
生理与性别认同不统一，我重新发现我自己,2021-09-03 20:45,李好富,,,即使这条路很黑，我也愿用热情把这条路照亮。,https://mp.weixin.qq.com/s/60ql9cpd2TJ0lwVgUJ4l7A
志愿者招募丨和北同共创多元共融的未来,2021-09-01 20:30,尊重多元合作,原创,,你还不来吗？,https://mp.weixin.qq.com/s/_KUr0OMBiYegCbKKmbHEHw
2021年心理部门实习生招募,2021-09-01 20:30,尊重多元合作,原创,,为中国性少数群体及其亲友的心理健康成为创变者，你可以吗？,https://mp.weixin.qq.com/s/iQtLFs2dTDb3j4htnQcReA
跨性别运动员的争议过后，我们如何反思体育赛事中的“公平”？,2021-09-01 20:30,尊重多元合作,原创,,只有寻求和探索多群体间的对话和合作，才是打破对立的最好方式。,https://mp.weixin.qq.com/s/9sBNm_hg4oFSKptTevWRag
2021年跨性别部门秋季实习生招募,2021-08-30 20:30,尊重多元合作,,,快来加入我们！,https://mp.weixin.qq.com/s/CZE3bgnAsag6L2aDXb4OLw
“浪女们”的爱情笔记——爱与欲的新型打开方式,2021-08-30 20:30,尊重多元合作,原创,,梦幻联动婊酱FM，跟浪女们一起聊聊，从行动研究探索关系中的新可能。,https://mp.weixin.qq.com/s/xIEeiObOg1vCYxNn9pkeiQ
九九公益日丨在南京，我们一起让困境儿童上一堂性教育课,2021-08-28 20:30,--,,,分享一篇文章。,https://mp.weixin.qq.com/s/g1CdaxN3UB4FrNn3K3BVag
巴西变装皇后歌手：从边缘文化到主流舞台,2021-08-28 20:30,尊重多元合作,,,从LGBT夜店到巴西国内的各个领域、各个舞台，变装皇后们日复一日在各自的领域为争取平权和尊重而不断斗争，并取得瞩目成果。,https://mp.weixin.qq.com/s/UDCxmyRC_SFT3zVovC9iKg
2021年跨性别部门秋季实习生招募,2021-08-27 20:56,--,,,快来加入我们！,https://mp.weixin.qq.com/s/DG9y7J4zcWk6dslCC4x6HA
翻车的“女权男”背后——关于男性女权主义者的思考,2021-08-27 20:56,尊重多元合作,原创,,男性是否可以成为一名“真正的女权主义者”？,https://mp.weixin.qq.com/s/nYRKZXdiwAq1BjJWECmDaw
跨性别青年营&工作者论坛成功举办| 7月Newsletter,2021-08-27 20:56,--,,,北同七月大事记,https://mp.weixin.qq.com/s/yt5UOsO5sihOMH5oa5PWng
翻车的“女权男”背后——关于男性女权主义者的思考,2021-08-25 20:38,尊重多元合作,原创,,男性是否可以成为一名“真正的女权主义者”？,https://mp.weixin.qq.com/s/PkCisGhQ7J41vvSZdV2s6g
志愿者招募丨和北同共创多元共融的未来,2021-08-25 20:38,尊重多元合作,原创,,你还不来吗？,https://mp.weixin.qq.com/s/hSzTaqZAZwIbJtbUWbX0kA
一起聊聊性取向那些事儿吧！,2021-08-22 20:30,舒酱＆Timmy,,,内卷的大环境下，人们多多少少都面临着来自工作、学业、爱情、亲情的压力。而作为性少数群体，我们还得不断思索身份和性取向的认知。,https://mp.weixin.qq.com/s/Nq4EXTe5gdoRTql_HkBd_g
七月志愿者newsletter,2021-08-22 20:30,尊重多元合作,,,让我们一起看看七月志愿者们都做了什么吧。,https://mp.weixin.qq.com/s/uRolZDoUVHDrmXFZ1K9tkg
翻车的“女权男”背后——关于男性女权主义者的思考,2021-08-22 20:30,尊重多元合作,原创,,男性是否可以成为一名“真正的女权主义者”？,https://mp.weixin.qq.com/s/15LpgpplrygFRfjsOmGKww
“出色伙伴”的公益路，坚持，让我们更出色。,2021-08-19 20:30,出色伙伴,,,,https://mp.weixin.qq.com/s/iJ05dFjzv8yU6in7aBzWkg
不受待见的双性恋，摇摆中探索的性别意识，都是性倾向的错吗？,2021-08-19 20:30,尊重多元合作,原创,,重要的是与你相处的是那个人，而非那个性别。,https://mp.weixin.qq.com/s/ujoqhD0D1CmF8K6BS8O1WA
改变之前，先好好做自己 │ 北同团体第七期,2021-08-17 20:30,尊重多元合作,,,北同LL（Love & life）团体小组就在这里等你，你准备好了吗？,https://mp.weixin.qq.com/s/yULGjgC-SO2nAW5MXmFT2w
华丽摇滚：一场以身体为舞台的性/别狂欢,2021-08-17 20:30,尊重多元合作,原创,,华丽摇滚的双性恋出柜浪潮很大程度上支援了性少数平权运动的发展，也在一定性质上弱化了运动中的同性恋霸权主义。作为一种流行文化的华丽摇滚提高了酷儿群体的可见度，让流行音乐的青少年受众们第一次感受到酷儿偶像的力量，为摇滚乐拓展了全新的酷儿面貌。,https://mp.weixin.qq.com/s/q2WbZy0RMM4YjST1pFyx8A
Chatbot项目团队志愿者招募,2021-08-16 20:30,尊重多元合作,原创,,我们要开发支持性与性别少数人群的聊天机器人啦！,https://mp.weixin.qq.com/s/R1S2JSW4O05PV1NoAKbahw
问卷｜助力甜橙互助有效性研究,2021-08-16 20:30,尊重多元合作,原创,,诚邀各位伙伴参与甜橙互助小组的“有效性”调研，为我们提供您宝贵的意见反馈！,https://mp.weixin.qq.com/s/7FoXOuI4EXnN3PeKJ-M2mg
甜橙互助 | 小组带领者招募,2021-08-12 20:30,尊重多元合作,原创,,快加入我们吧！,https://mp.weixin.qq.com/s/WsPV46255ZYRp-D3R4PYkQ
案例评析｜香港法院判决拉拉伴侣可享子女共同监护权,2021-08-12 20:30,同志平等权益促进会,,,香港法院在一项女同性恋者亲权案中裁定，孩子的非生物学意义上的母亲应获得与其前伴侣,https://mp.weixin.qq.com/s/rCNg_FX05AiV2us0XFQULw
Chatbot项目团队志愿者招募,2021-08-10 20:30,尊重多元合作,,,我们要开发支持性与性别少数人群的聊天机器人啦！,https://mp.weixin.qq.com/s/oj0qKVm5YPNUaZ_m9XJBtw
“改变对性少数的想法，只需要TA认识一个性少数10分钟”,2021-08-06 22:08,尊重多元合作,,,她曾以不同的职业身份致力于消除人们的歧视，最终她在北同发现，友谊本身就能改变很多。,https://mp.weixin.qq.com/s/oOpLcwDjcmLWXhIWyYFTPg
北京同志中心心理咨询团队——咨询师简介,2021-08-05 20:30,尊重多元合作,原创,,北京同志中心心理咨询团队咨询师简介,https://mp.weixin.qq.com/s/P9Ph9hRN6U3qCzbYkLqeVQ
彩虹公益咨询——这里的咨询师更懂你！,2021-08-05 20:30,尊重多元合作,原创,,在这里，更懂你自己,https://mp.weixin.qq.com/s/zq4Be7ectWNkuyKWHKmk7Q
改变之前，先好好做自己 │ 北同团体第七期,2021-08-03 20:30,尊重多元合作,,,北同LL（Love & life）团体小组就在这里等你，你准备好了吗？,https://mp.weixin.qq.com/s/Cog2cnJFBrlbksSeNNCZsA
那些你不知道的酷儿偶像 下,2021-08-01 20:30,--,,,"LGBT ICON Through Out Time 3
一些LGBT群体的共同偶像 下",https://mp.weixin.qq.com/s/-9ac2gdMJWXg0GQgpZqcDA
盛夏火热招募：主任办招募助理实习生,2021-08-01 20:30,尊重多元合作,原创,,主任办招收实习生啦,https://mp.weixin.qq.com/s/smigugqTucaheTWERfibAg
Chatbot项目团队志愿者招募,2021-08-01 20:30,尊重多元合作,,,我们要开发支持性与性别少数人群的聊天机器人啦！,https://mp.weixin.qq.com/s/A4rMJYOn-pUhcjMJDMWDjw
6月 Newsletter | 北同6月都做了什么,2021-07-31 20:35,尊重多元合作,原创,,一起来看看北同6月都做了什么吧！,https://mp.weixin.qq.com/s/CrhyLXy4n-SElGg2HohkIg
一些LGBT群体的共同偶像 中,2021-07-30 20:30,--,,,"LGBT ICON Through Out Time 2
一些LGBT群体的共同偶像 中",https://mp.weixin.qq.com/s/rsYQhxwN_5NwLblwi3_fZg
盛夏火热招募：主任办招募助理实习生,2021-07-30 20:30,尊重多元合作,原创,,主任办招收实习生啦,https://mp.weixin.qq.com/s/BdQ8QQuDmmsNjOJWAABxrQ
兼职招募｜心理平台媒体专员,2021-07-30 20:30,尊重多元合作,原创,,我们需要招募一名兼职伙伴，负责心理平台的媒体相关工作,https://mp.weixin.qq.com/s/eJzNHTLVenX3kb8kr3uyGA
2021年职场部秋季实习生招募,2021-07-29 20:30,尊重多元合作,,,期待你的加入~,https://mp.weixin.qq.com/s/8o_SfUaTtSczK0xf18UoyA
那些你不知道的酷儿偶像 上,2021-07-29 20:30,First Battle,,,一些LGBT群体的共同偶像,https://mp.weixin.qq.com/s/CwbEsFPwMFmB4Iq0ye1aIA
兼职招募｜心理平台媒体专员,2021-07-27 20:30,尊重多元合作,原创,,我们需要招募一名兼职伙伴，负责心理平台的媒体相关工作,https://mp.weixin.qq.com/s/NCNTJ-hY3L_Cz3Bub470qA
姬片推荐丨爱是欲拒还迎的情动与忐忑,2021-07-27 20:30,尊重多元合作,原创,,在黏腻舒长的盛夏时节，让我们一同分享那些不露声色却细致入微的女性爱情故事。,https://mp.weixin.qq.com/s/oMQKzWchE1hYmbP27cyHmA
北京同志中心心理咨询团队——咨询师简介,2021-07-26 20:33,尊重多元合作,原创,,北京同志中心心理咨询团队咨询师简介,https://mp.weixin.qq.com/s/HbxBJcTNXzR7Igtl_TvazQ
彩虹公益咨询——这里的咨询师更懂你！,2021-07-26 20:33,尊重多元合作,原创,,在这里，更懂你自己,https://mp.weixin.qq.com/s/82g1jwa5SHrBZKERSGXw0Q
双泛长程茶话会 | 第二期报名开启！,2021-07-25 20:30,rnB茶话会,,,“双/泛村民们！上网开会了！第一期长程茶话会已圆满完结，我们根据收到的参与者的反馈和建议，对长程茶话会的机制,https://mp.weixin.qq.com/s/XWNU8ANpzntq3cLvHw4kdw
看见我们的爱情 ｜ 十个爱情长跑的「困境」与她的「答案」,2021-07-25 20:30,尊重多元合作,原创,,"7月31日，20：00-21：00 拉拉扯扯与您一起“看见我们的爱情”, 共同走进我们在爱情长跑中的困境与答案",https://mp.weixin.qq.com/s/LchQ5vFvG231ePMel-p6Bg
7月31日糖屋派对 | R&B VS AFROBEATS 从拉各斯到北京 Lagos to Beijing,2021-07-23 20:30,Sugar House,,,,https://mp.weixin.qq.com/s/hKxhhdmk9-4-LQOB1ZOruw
看见我们的爱情 ｜ 爱情长跑中的「困境」与她的「答案」,2021-07-23 20:30,尊重多元合作,,,"7月31日，20：00-21：00 拉拉扯扯与您一起“看见我们的爱情”, 共同走进我们在爱情长跑中的困境与答案",https://mp.weixin.qq.com/s/PVIhjOh64o29N-LVYAsncQ
工业区打工同志的“渔场”生活,2021-07-23 20:30,GS乐点,,,2018年，比例的生活蛮自在。,https://mp.weixin.qq.com/s/CiX84vln0g5RHUfGobjH5A
兼职招募｜心理平台媒体专员,2021-07-22 20:30,尊重多元合作,原创,,我们需要招募一名兼职伙伴，负责心理平台的媒体相关工作,https://mp.weixin.qq.com/s/Kaxe4moQbm2NIX4gRWM40w
2021年职场部秋季实习生招募,2021-07-21 20:30,尊重多元合作,原创,,期待你的加入~,https://mp.weixin.qq.com/s/E00RYlccwfXilWSD4meu7Q
职场新人进阶术：求职过程如何脱颖而出? | Apple&北同文化线上免费讲座,2021-07-19 20:30,尊重多元合作,原创,,一份不长的简历，如何能赢得面试官的垂青？,https://mp.weixin.qq.com/s/__yBKHSLWfQ7BDBVXOB_uw
14600天后，这个超酷的性教育互动展出现了！ | 【全国首个】我向许多人打听过你,2021-07-19 20:30,莓辣MAYLOVE,,,全国首个大型性教育互动展会,https://mp.weixin.qq.com/s/v28MjYMdHUYdt32wunu7vw
六月志愿者newsletter,2021-07-18 20:30,尊重多元合作,原创,,六月我们做了什么~,https://mp.weixin.qq.com/s/VnpnoFu-OkQKEmyoRyjomg
双泛心理健康研究招募 |  双泛性恋，你好吗？,2021-07-17 20:30,Francis,,,,https://mp.weixin.qq.com/s/oK3r29ulZsog1jsQImUPxQ
3分钟填问卷丨由你来定心理课程长啥样！,2021-07-17 20:30,尊重多元合作,原创,,我们即将开发面向18-35岁的性多元群体的系列泛心理课程。现特别向大家征求建议，设计我们的专属课程。,https://mp.weixin.qq.com/s/i0VtRFtPXhDQ8AxXVdrFfA
报告发布｜性与性别少数人群心理那些事儿～,2021-07-16 20:30,--,,,2021年6月底，北同文化面向心理行业从业者和部分媒体对本调研报告进行了发布，今天将可视化版本报告对所有公众开放发布。,https://mp.weixin.qq.com/s/nxvrm1lRBPE3lcMak_fl7Q
“小小”的我们，“大大”的挫折？丨基基歪歪陪你踏破坎坷认真倾听！,2021-07-16 20:30,尊重多元合作,原创,,多少次跌跌撞撞才学会坚强，多少次在迷茫中寻找方向，多少次跌倒之后再站起来面对在勇敢去闯。——《微微》,https://mp.weixin.qq.com/s/Av_HB1EVCoQcHUpuufALJQ
这个夏天，来一口甜橙吧！,2021-07-15 20:30,CRN,原创,,『甜橙小组』第四季预告·下,https://mp.weixin.qq.com/s/EsOB2P_6TTqUCcubc886dA
“小小”的我们，“大大”的挫折？丨基基歪歪陪你踏破坎坷认真倾听！,2021-07-15 20:30,尊重多元合作,原创,,多少次跌跌撞撞才学会坚强，多少次在迷茫中寻找方向，多少次跌倒之后再站起来面对在勇敢去闯。——《微微》,https://mp.weixin.qq.com/s/UoEyZ7YlPkU85j_EG6dBqA
职场新人进阶术：求职过程如何脱颖而出? | Apple&北同文化线上免费讲座,2021-07-15 20:30,尊重多元合作,原创,,一份不长的简历，如何能赢得面试官的垂青？,https://mp.weixin.qq.com/s/ME5iVVJIgnxOBB2UX2AlxQ
三分钟填问卷丨由你来定心理课程长啥样！,2021-07-14 21:01,尊重多元合作,原创,,我们即将开发面向18-35岁的性多元群体的系列泛心理课程。现特别向大家征求建议，设计我们的专属课程。,https://mp.weixin.qq.com/s/yuAPTk99lR_x1YEyd0CJnw
“小小”的我们，“大大”的挫折？丨基基歪歪陪你踏破坎坷认真倾听！,2021-07-14 21:01,尊重多元合作,原创,,多少次跌跌撞撞才学会坚强，多少次在迷茫中寻找方向，多少次跌倒之后再站起来面对在勇敢去闯。——《微微》,https://mp.weixin.qq.com/s/2vDQfWF8cB0xftxdMZP2IQ
无法繁衍后代的同性恋者，为什么没有在进化中被淘汰？,2021-07-14 21:01,尊重多元合作,原创,,世间反对同性恋的声音千千万，而这些声音中最大的一支，也许就是对同性恋者繁衍难以后代的诘难。,https://mp.weixin.qq.com/s/geUBz8B3cvm7umgigq6QBA
报告发布｜性与性别少数人群心理那些事儿～,2021-07-13 20:32,--,,,2021年6月底，北同文化面向心理行业从业者和部分媒体对本调研报告进行了发布，今天将可视化版本报告对所有公众开放发布。,https://mp.weixin.qq.com/s/HZK81HPuNDRq1jAGXf-XNw
一起来做课程开发！实习生、志愿者招募,2021-07-11 20:30,尊重多元合作,,,快来加入我们吧~,https://mp.weixin.qq.com/s/CX_HAdcEELqj3Y-cOze0xQ
